title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
"Changing Perspectives on Sex, Gender, Humanity, and the World | Kand McQueen | TEDxBloomington",SNTsKhSIfHc,"As a people, we have chosen to obsess upon our differences and exclude those who do not fit our conventional categorizations despite our common humanity. In this presentation, Dr. Kand McQueen suggests four perspectival shifts that together formulate an alternative to this polarization. The result is a broader and richer conceptualization of humanity; one that has room for all persons, everywhere. Live recording and post-production of this talk was done by Jon Stante Video Developer and Creator. Kand McQueen is a nationally-recognized keynote speaker on issues of gender identity. Beginning while still a graduate student, Dr. McQueen has been speaking on this topic for over 18 years to a variety of student, professional, and community audiences in settings ranging from academic conferences and high school, college, and university campuses to mental health centers, churches, synagogues and community forums to appearances on community radio and public television. Dr. McQueen earned a Ph.D. in Educational Psychology with a specialization in Inquiry Methodology from Indiana University’s School of Education, and formerly served as graduate faculty at two universities. Dr. McQueen is committed to educating about the existence of those who fall outside the dichotomous categories of male and female, and in the process, facilitate societal understanding and acceptance of all human beings. For more information, see www.kandmcqueen.com This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:54:16Z,67,5,1665,5
Όνειρα χωρίς όρια- γράψε την ιστορία σου μόνος σου | Alexandra Kollarou | TEDxMoraitisSchool,M7SX81gRQcE,"Η ομιλία της Αλεξάνδρας Κολλάρου παρουσιάζει τον κατασταλτικό ρόλο του κοινωνικού κατεστημένου στην προσωπική μας ζωή, εξηγώντας ότι η προσωπική ολοκλήρωση μπορεί να επέλθει μόνο αν ακολουθήσουμε τον δικό μας δρόμο.

Η Αλεξάνδρα Κολλάρου γεννήθηκε στην Αθήνα, σπούδασε Τέχνη και Design στο Λονδίνο και στη Φλωρεντία. Σήμερα ασχολείται με τη συγγραφή, την προώθηση της σύγχρονης τέχνης και την εξερεύνηση του κόσμου. Είναι ιδρύτρια του artAZ, της πρώτης online πλατφόρμας τέχνης της Ελλάδας, ενώ τα τελευταία 25 χρόνια διοργανώνει και επιμελείται εκθέσεις και εικαστικές δράσεις στην Ελλάδα και στο εξωτερικό, έχοντας παρουσιάσει παράλληλα τη δική της δουλειά σε 4 ατομικές εκθέσεις. Διατηρεί το blog “The Real Queen of Stuff”, αρθρογραφεί με θέμα την τέχνη και το design και έχει γράψει και εικονογραφήσει το βιβλίο “Η Ελληνική Τέχνη από το Α έως το Ω”.

 Η Αλεξάνδρα Κολλάρου γεννήθηκε στην Αθήνα, σπούδασε Τέχνη και Design στο Λονδίνο και στη Φλωρεντία, και σήμερα ασχολείται με την προώθηση της σύγχρονης τέχνης, τη συγγραφή και την εξερεύνηση του κόσμου. Είναι ιδρύτρια (2007) του artAZ, της πρώτης online πλατφόρμας τέχνης της Ελλάδας, ενώ τα τελευταία 25 χρόνια διοργανώνει και επιμελείται εκθέσεις και εικαστικές δράσεις στην Ελλάδα, Ευρώπη, Αμερική και Λατινική Αμερική και έχει παρουσιάσει δική της δουλειά σε 4 ατομικές εκθέσεις. Χρησιμοποιεί την τέχνη για να
κάνει τη ζωή πιο όμορφη και έχει ιδρύσει 2 φιλανθρωπικές εκστρατείες: το Girl Power (2002-2005) για την ενίσχυση του αγώνα ενάντια στον καρκίνο του μαστού, και την ΕΚΠΛΗΞΗ (2009-2019), για την υποστήριξη των αστέγων της Αθήνας. Διατηρεί το blog «The Real Queen of Stuff», αρθρογραφεί με θέμα την τέχνη και το design, και έχει γράψει και εικονογραφήσει το βιβλίο «Η Ελληνική Τέχνη από το Α έως το Ω» (Key Books, 2018). This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:24:45Z,11,0,488,1
Living the Dream | Saufi Aiman | TEDxKenyalang,q8NRWzjBeuE,"We can choose to accept our circumstances, or we can choose to make the effort to rise above them. That choice usually starts with what you believe about yourself and your dream. And what all of these success stories have in common is that someone, somewhere, started working toward a dream or goal before they knew where it would go. In this talk, Saufi Aiman shared more details on ""Living the Dream."" Saufi, the founder of Sape'star, a brand that strives in positioning Sape' in the local & global commercial market through musical performance, retails of instruments & music education. He is a professional musician, music instructor, co-author for Traditional Music Instrument: Sape' (DBP), & author for Sape' method books. Due to that, he was the Champion of the world Instrumentalist award for classical, contemporary & open category and also bagged 4 gold medals & 1 silver medal during the 21st Annual World Championship of Performing Arts in 2017. WCOPA is an international competition for aspiring performers and ent entainers held annually  in Long Beach, California(USA). This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:23:32Z,42,0,902,4
Music: The Side You Might Not Know | Mario Saied | TEDxZagazig,iup9ifxzVFI,"“The music is all around us, all you have to do.. is listen” 
The history of music is the history of humans; every Piece of music tells us a story about war, peace, love, hope, rise, or fall.

With Mario's remarkable performance and adorable rhythms, we are taken on a trip through history and told a lot of stories.

بنوتة موسيقية واحدة يمكننا أن نسافر عبر الأمكنة والأزمنة؛ يأخذنا ماريو سعيد في رحلة داخل عالم الموسيقى والنغمات، ويتحدث عن تأثرها بالعلوم الأخرى وماهية العلاقة بينها وبين تاريخ الحضارة البشرية والإنسانية. Mario Saied,
An oud player and music composer. He graduated from the Arabic Oud House under the supervision of the world-famous musician “Naseer Shamma” with a very good grade, then he started his job as a trainer in the Arabic Oud house after his graduation. He has many musical compositions and created his band ""soul"" with whom he played at many concerts besides his solo concerts. He also has many interests in music therapy and its impact and evolution overages. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:22:03Z,7,0,440,2
Learning To Love | Renata Giarola | TEDxMarin,azXFesVT9fQ,"Renata gives us a big idea on why we should teach young adults the skill to succeed in love relationships.
In  her free time, she  write about the brain, love, longevity, suffering, and the human condition.
She shares her thoughts on  Medium  and on  my newsletter.
More Info (https://renatagiarola.com) In  her free time, she writes about the brain, love, longevity, suffering, and the human condition. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:16:58Z,48,1,1078,4
Future Medicine | Daniel Kraft | TEDxMarin,zHFxdGNZBYQ,"Covid-fueled and soon-to-be-released medical technologies will dramatically optimize our health-spans.
Daniel Kraft is a Stanford and Harvard trained physician-scientist, inventor, entrepreneur, and innovator and is serving as the Chair of the  XPRIZE Pandemic Alliance Task Force. With over 25 years of experience in clinical practice, biomedical research and healthcare innovation, Kraft has chaired the Medicine for  Singularity University since its inception in 2008, and is founder and chair of  Exponential Medicine, a program that explores convergent, rapidly developing technologies and their potential in biomedicine and healthcare. He is often called upon to speak to the future of health, medicine and technology and has given 5 TED and TEDMED Talks.

More info https://danielkraftmd.net Daniel Kraft is a Stanford and Harvard trained physician-scientist, inventor, entrepreneur, and innovator and is serving as the Chair of the XPRIZE Pandemic Alliance Task Force. With over 25 years of experience in clinical practice, biomedical research and healthcare innovation, Kraft has chaired the Medicine for  Singularity University  since its inception in 2008, and is founder and chair of  Exponential Medicine, a program that explores convergent, rapidly developing technologies and their potential in biomedicine and healthcare. He is often called upon to speak to the future of health, medicine and technology and has given 5 TED and TEDMED Talks. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:15:33Z,9,1,357,1
Pasión por el BeatBox | José Hasbún | TEDxSantoDomingo,eO_x3OZ5Gjc,"Comenzó a experimentar música a la edad de 10 años, a través de los juegos electrónicos como el “Rock Band”. Encuentra su verdadera pasión cuando conoce el mundo de los “beatboxers” de Inglaterra, Japón hasta Sudáfrica a través de Youtube, entrando en contacto con algunos y atraído por el género decidió aprender por sí solo las técnicas y convertirse en uno de ellos! .
Beatboxing es la recreación de patrones de ritmo y los sonidos musicales usando sólo la boca, los labios y las cuerdas vocales. Se originó en su forma moderna a principios de 1980 con la cultura Hip Hop y Rap. Comenzó a experimentar música a la edad de 10 años, a través de los juegos electrónicos como el “Rock Band”. Encuentra su verdadera pasión cuando conoce el mundo de los “beatboxers” de Inglaterra, Japón hasta Sudáfrica a través de Youtube, entrando en contacto con algunos y atraído por el género decidió aprender por sí solo las técnicas y convertirse en uno de ellos! .
Beatboxing es la recreación de patrones de ritmo y los sonidos musicales usando sólo la boca, los labios y las cuerdas vocales. Se originó en su forma moderna a principios de 1980 con la cultura Hip Hop y Rap. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:12:43Z,5,0,209,0
Guide de survie dans une foule en panique | Mehdi Moussaïd | TEDxPoitiers,hlnZA89hVwo,"Comment réagit la foule en situation d’urgence ? Comment se propage la panique au sein d’un groupe ?  Quel est l’effet du stress sur notre comportement collectif ?  Dans les médias, au cinéma et dans notre imaginaire, la foule abrutie les individus et leur fait perdre toute notion d’humanité. Mais depuis quelques années, la science en dresse une image bien différente, celle d’une foule solidaire et parfois même intelligente… 
 Mehdi Moussaïd est chercheur spécialisé dans l’étude du comportement des foules, lauréat du prix Le Monde de la recherche et vulgarisateur scientifique sur sa chaîne Youtube “Fouloscopie” qui cumule 200 000 abonnés. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:12:09Z,3,1,210,0
"Le HQI, entre Spleen et Idéal | Philippe Mouillot | TEDxPoitiers",Zzk3CPpzxCU,"Être HQI c'est un étrange cadeau de la vie. On ne le choisit pas. Parfois on ne le comprend même pas. Mais on ne peut pas le rendre. Alors autant apprendre à l'aimer… Philippe Mouillot est Maître de Conférences Habilité à Diriger des Recherches universitaires. Détecté HQI (Haut Quotient Intellectuel) par Mensa France à l'âge de 25 ans, il dédie aujourd'hui la plupart de ses recherches scientifiques à l'accompagnement des étudiants et des adultes HQI pour les aider et les encourager à mieux vivre leur différence. C'est pour eux qu'il a accepté de relever le défi de TED. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:11:21Z,7,0,204,0
Les pouvoirs ordinaires du langage | Joona Karijoki | TEDxPoitiers,wVabnhw8riU,"C'est au travers de l'apprentissage de langues, notamment lorsqu'il débarque en France à l'âge de six ans, que Joona commence à s'interroger sur les effets que le langage peut avoir sur nos vies. A quel point peut-il nous limiter ? Peut-il aussi nous donner des ailes ? Il monte sur scène pour nous partager ses expériences, ses convictions et ses astuces pour en faire le meilleur usage possible. Joona, passionné par les mots et intrigué par leurs histoires"" This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:10:58Z,6,0,227,0
La manche à la nage ou comment réaliser un objectif ambitieux ? | Gregor Ozbolt | TEDxPoitiers,CcI_mh46vG8,"""Le voyage vaut autant que la destination"". C'est avec ce postulat paternel que Grégor vous livre l'incroyable voyage pour arriver à la réalisation de la traversée de la manche à la nage. En chiffres, ce sont 42 km dans une eau à 16 °c avec un taux d'échec de 85%. Son objectif, vous questionnez et vous donnez des clés pour vous réaliser. Le coach nous exprime sans tabou ses espoirs, ses inspirations, ses doutes, ses peurs ainsi que les apprentissages qui lui ont permis de concrétiser l'un de ses rêves. Grégor  Ozbolt est un entrepreneur et coach en développement personnel francophone. Il épaule les personnes qui désirent enfin occuper la place à laquelle ils aspirent en les aidant à mettre en œuvre les moyens pour y parvenir. Qu'ils soient CEO, artistes, intrapreneurs, étudiants ou encore militants écologistes, il les accompagne pour atteindre l'épanouissement dans leur entreprise, leur style ou encore leur impact environnemental. Il a mené un vaste travail d'interviews de personnes remarquables dans leur domaine pour tester, itérer et créer les meilleurs programmes de coaching This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:10:15Z,15,0,426,2
Pratiquer le massage bien-être : une évidence après mon E.M.I | Betty Neault | TEDxPoitiers,EzrfCPjESg4,"Si, donner des soins bien-être est une vocation pour d'autre, pour moi, c'est une manière de transmettre et vivre des ressentis. Combattante de la vie ! This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:09:17Z,9,0,353,0
A gente é aquilo que a gente espalha | Marc Tawil | TEDxSaoPaulo,nKVdo8QrhAc,"Atitudes aparentemente ordinárias podem nos levar a lugares extraordinários. Após uma experiência vivida, em 2018, no sistema público de saúde, Marc Tawil confirmou uma crença: que cada um de nós merece ser respeitado, reconhecido e valorizado não pelo que tem, e sim por quem é. A gente é aquilo que a gente espalha, e não aquilo que a gente acumula. E, para que isso se cristalize de maneira legítima, devemos enxergar aqueles que os outros se recusam enxergar, ainda que os vejam. Escutar aqueles que os outros se recusam escutar, ainda que os ouçam. Porque a beleza da vida está justamente na generosidade, em dividir o nosso placo com outros protagonistas. Marc Tawil é jornalista, empreendedor, estrategista de comunicação, escritor e filantropo. Fundador da Tawil Comunicação, agência premiada por seu viés humanitário. Colunista de Época Negócios, host do podcast Autoperformance na Jovem Pan e conselheiro da Revista HSM, ele está diretamente envolvido com a causa dos refugiados e de pessoas com deficiência física e intelectual. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:07:58Z,99,2,766,25
Worüber keiner so wirklich redet:T1-Diabetes | Viktoria Wrona | TEDxYouth@ESRM,9T5B8XxVk8k,"Schwerpunkte des Vortrages sind die alltäglichen Herausforderungen mit dieser Erkrankung, sowie die Vorurteile gegenüber dem Typ-1 Diabetes. Zudem werden verbundene monatliche Kosten sowie Ernährungsbeispiele aufgelistet. Der Vortrag soll zudem ein Verständnis für den Typ-1 Diabetes vermitteln und das Umfeld eines Erkrankten für auftretende Symptome sensibilisieren. Born and raised in Germany, but with Polish and Russian roots, Viktoria believes in helping others and supporting them to achieve their goals. She works hard to support inclusivity in school and ensure there is awareness of difference and a celebration of diversity. Her topic for her TED talk is personal, as she wishes to draw attention to Type 1 Diabetes. She knows too well the struggles and issues that she and others experience on a daily basis. Her hopes for the future are to make the world a happier and more inclusive place, whilst not shying away from the difficult topic of discrimination. She will share the truth and ensure that we keep smiling. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:05:48Z,24,0,514,4
The Aspect of Change | Jaskaran Singh | TEDxYouth@ESRM,RDjhhK4oIm0,"The speaker tells his life story with specific reference to how he chose to step out of his comfort zone, in order to grow as a person. The aim of this talk is to inspire others to embrace change and not be afraid of hard work. Born and brought up in Delhi, India Jaskaran has adapted quickly to life in Germany.  He has lived in Germany for the past 4 years and in this short time completed his exams, learnt German and has been awarded the “Frankfurt School Spirit Award” and a prestigious scholarship (Konrad Adenauer Stiftung). Due to his tireless hard work and inspirational dedication to work and the community he has also been awarded the “Outstanding Personality” award by the state of Hessen. He continues to promote positive values towards academic growth and a caring commitment towards all those he meets. He values people from different backgrounds and has a strong desire to understand their culture and mindset. These values he embodies in his life and has led him to the topic for his TED talk on the emancipation of the mind and dealing with change. Jaskaran has achieved so much and it’s only the beginning. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:04:29Z,23,0,651,5
Doing Something About Doing Nothing | Mona Hilliges | TEDxYouth@ESRM,tpx7CSZBoDs,"This talk explains the apparent apathy of previous generations towards global environmental issues, and calls today`s young generation to step up and take action. Mona was born in Washington D.C., USA, but has lived most of her life in Frankfurt, Germany and New Delhi, India. As a keen volunteer and member of the Model United Nations team at the European School Rhein-Main, Mona’s passions include politics, singing, swimming and sports. She also volunteers with multiple organisations, including working with children and teens at her local church. Mona is a passionate climate activist with a strong interest in humanitarian issues. She hopes to inspire individuals and politicians to take action against climate change. Her goals include studying at a top university and working for an organisation where she can use her voice to make change and help others. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:03:30Z,57,7,2046,13
Sucht nach Elektronikgeräten | Alvaro Bast Lopez | TEDxYouth@ESRM,outn6saMCZk,"Werden Kinder heutzutage süchtig nach Elektronikgeräten? Schwerpunkte des Vortrages sind die Analyse von Vor- sowie Nachteilen in Bezug auf die Nutzung technischer Geräte und die Reflexion des eigenen Verhaltens. Zudem werden alltägliche Beispiele integriert.
 Reading the news too often? On social media for hours at a time? You may be addicted to your electronic devices. Young and upcoming Alvaro Hans Bast Lopez will be bracing his audience with some ideas about as to why this is a 21st century issue. Being only 10 years old, this European Schule RheinMain student grew up in both Italy and Germany and has come to realize that this issue affects the typical global citizen on a day-to-day basis. In his spare time outside of his studies, Alvaro enjoys a good game of tennis. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:02:57Z,20,1,389,1
On real estate brokerage market in Mongolia | Batgerel Batsaikhan | TEDxUlaanbaatarSalon,qN-3laozyuI,"In this talk, Batgerel shares insights on current and future trends of Mongolian real estate market. Batgerel Batsaikhan is the CEO of Bridge Association of Real Estate, Mongolia. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:01:53Z,0,1,93,1
On life and its true value | Batkhuyag Lkhagvasuren | TEDxUlaanbaatarSalon,-SwBQdStO1s,"Batkhuyag is raising a disabled child and has even overcome a cancer. In this talk, he shares how the worst hardships in life helped him to reconsider its true value. Batkhuyag Lkhagvasuren is a co-Founder of Moncon Group and the CEO of Moncon Properties LLC, Mongolia. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T15:01:16Z,12,0,202,0
How you should use opportunity | Bujinlkham Bold | TEDxUlaanbaatarSalon,DCh8Ig5NsnE,"In her talk, Bujinlkham shares how she saw opportunities as something one should grasp and develop into meaningful results. Bujinlkham Bold works as the CEO of Nano International LLC and Regional Owner of RE/MAX Mongolia. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T14:59:52Z,4,0,318,2
Best hits | The Colors | TEDxUlaanbaatarSalon,knw6Yl-5EFg,The band performed live at TEDxUlaanbaatarSalon. The Colors is a well-known Mongolian band. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx,2020-10-08T14:52:05Z,5,0,208,4
5 Major Reasons Religion Is the No.1 Cause of Poverty in Africa | Rev Walter Mwambazi | TEDxLusaka,DfBzEAieaAM,"One of the greatest enigmas of our time that begs an explanation is how a continent endowed with so much wealth and resources (human, food, mineral and land) can be so poor as to have 16 of the 20 poorest nations on earth. Hard discussions on this perennial African development question are ignited by Rev Walter in this talk, where he suggests that religion and its cascading effects is the biggest obstacle to development. He also proposes a solution to how Africans can free themselves from religious slavery! Reverend Walter Mwambazi is chiefly a thought transformation leader, but he is also a networker, digital & traditional marketer, published author, newspaper columnist, blogger, neural-linguistic and cognitive enhancement coach, radio & television personality and a social influencer. Before all this, he was an ordained and in-service minister for 5 years. Reverend Walter is married with 3 children. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T14:49:31Z,87,1,1181,10
El éxito es amar lo que haces en negocios y en la vida. | Luis Sánchez Noble | TEDxSantoDomingo,Lqy-Z0Yc7rM,"Una figura icónica en el ecosistema emprendedor y de negocios dominicanos, Don Luis es una verdadera fuerza de cambio e impacto desde hace casi 60 años. En 1962, creó su primera empresa, la cual aún opera con éxito. Cual Rey Midas de la innovación y la calidad, todo lo que toca se transforma para bien. Así, su paso como Presidente en dos ocasiones de la Asociación de Empresas Industriales de Herrera, dejó el legado de las Tertulias de Herrera, la Feria Industrial de Herrera y el Premio Anual a la Calidad de la Industria Nacional. Su compromiso en el empresariado transformador se manifiesta desde sus mismos inicios como fundador de la Cámara Junior o Jaycees y en los años 70 al desarrollar procesos para fomentar la creatividad y cultura emprendedora a través del Instituto de Capacitación Profesional (ICAP). Pero sus méritos se extienden más allá del gremio empresarial como presidente de Acción por la Educación (EDUCA), Director de la Comisión de Educación del Consejo Nacional de la Empresa Privada (CONEP) y asesor del Ministerio de Educación Superior, Ciencia y Tecnología. Es esta pasión por la educación y el servicio a los jóvenes la que hace que su blanca cabellera se encuentre a gusto y sea recibida con entusiasmo por jóvenes estudiantes y emprendedores de todo el país a través de los talleres, conferencias y programas que se imparten a través de su más preciado emprendimiento: La Fundación Innovati. Una figura icónica en el ecosistema emprendedor y de negocios dominicanos, Don Luis es una verdadera fuerza de cambio e impacto desde hace casi 60 años. En 1962, creó su primera empresa, la cual aún opera con éxito. Cual Rey Midas de la innovación y la calidad, todo lo que toca se transforma para bien. Así, su paso como Presidente en dos ocasiones de la Asociación de Empresas Industriales de Herrera, dejó el legado de las Tertulias de Herrera, la Feria Industrial de Herrera y el Premio Anual a la Calidad de la Industria Nacional. Su compromiso en el empresariado transformador se manifiesta desde sus mismos inicios como fundador de la Cámara Junior o Jaycees y en los años 70 al desarrollar procesos para fomentar la creatividad y cultura emprendedora a través del Instituto de Capacitación Profesional (ICAP). Pero sus méritos se extienden más allá del gremio empresarial como presidente de Acción por la Educación (EDUCA), Director de la Comisión de Educación del Consejo Nacional de la Empresa Privada (CONEP) y asesor del Ministerio de Educación Superior, Ciencia y Tecnología. Es esta pasión por la educación y el servicio a los jóvenes la que hace que su blanca cabellera se encuentre a gusto y sea recibida con entusiasmo por jóvenes estudiantes y emprendedores de todo el país a través de los talleres, conferencias y programas que se imparten a través de su más preciado emprendimiento: La Fundación Innovati. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T14:23:07Z,12,0,301,1
Les oubliés de l’histoire de l’Art. | François Maillet | TEDxPoitiers,SvLZzV7nEww,"On a tous l’impression que l’histoire est une chose figée, immuable et parfois un peu poussiéreuse. Pourtant, s’il est une vérité, c’est que la pratique de l’Histoire est avant tout un perpétuel questionnement du passé, tout n’est que mouvement. Des questions, l’historien de l’Art Francois Maillet s’en pose quelques unes. Il considère sa pratique de l’histoire hors des sentiers battus. Il nous fait découvrir une histoire des artistes oubliés, une vision au sens large où chacun peut, à son échelle, changer le futur. Jeune historien This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T14:21:16Z,11,0,165,0
"Mujer, Indígena y lideresa transformacional | Aura Leticia Teleguario | TEDxLlorenteWomen",wq4KVRqBXY4,"Una crisis es una oportunidad cuando buscamos las estrategias y mecanismos para transformarla. Aura Leticia Teleguario, mujer indígena guatemalteca sobreviviente del conflicto armado, nos cuenta el camino que construyó para convertir sus circunstancias difíciles en nuevas oportunidades. Aura Leticia Teleguario Sincal, es guatemalteca, Maya Kaqchikel, con licenciatura y maestría en Administración de Empresas. Cuenta con posgrados en
Administración Pública, Liderazgo, Innovación, Género, Juventud, y Multiculturalidad. Actualmente es parte del programa de Liderazgo Político y Público, Oportunidades Económicas y Derechos Humanos de Voces Vitales Washington. Habla Kaqchikel (idioma Maya), español e inglés. 

Actualmente es Asesora Especial en Relaciones Inter-Agenciales, Públicas y Corporativas de ONU Mujer. Es parte del Consejo Asesor de Plan Internacional y Voces Vitales Guatemala. Asimismo, es pare del Central American Leadership Initiative del Aspen Institute y de la red latinoamericana de ex alumnos de la Universidad de Georgetown.

Es consultora nacional e internacional en temas relacionados con derechos de los pueblos indígenas, empoderamiento económico, migración, nutrición, empleo, seguridad social, educación y derechos de los jóvenes y las mujeres.

En enero del 2016 asumió el cargo de Ministra de Trabajo y Previsión Social, convirtiéndose en la primera mujer indígena en la historia de Guatemala en ser nombrada para este ministerio. Es importante destacar que debido a los temas coyunturales que atraviesa Guatemala, renunció al cargo de ministra en septiembre del 2018.

Durante veintidós años fue funcionaria de varios programas de la Agencia de los Estados Unidos para el Desarrollo Internacional -USAID- y la Embajada de los Estados Unidos en Guatemala. Su último cargo fue como Asesora en Temas de Pueblos Indígenas, espacio en el que promovió programas que contribuyeron al desarrollo
integral e incluyente del país. Como lideresa, profesional e indígena, asimismo, por su trayectoria e incidencia en el sector público, económico y social, su liderazgo ha sido reconocido a nivel nacional e internacional. La Revista Estrategia y Negocios de C.A. y Look Magazine la visibilizan entre las 26 mujeres líderes de Centroamérica y las 12 más influyentes de Guatemala. Su visión es contribuir para que Guatemala y los países de Latinoamérica sean más prósperos, incluyentes, justos, equitativos y transparentes. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T14:20:08Z,1,0,102,0
Su voz y piano llamando a las estrellas | Mia Guier | TEDxLlorenteWomen,Af2SSLhbIrM,"Mia es una cantante y pianista costarricense que a su corta edad, nos deleita con su talento y nos invita a seguir soñando por un mundo mejor. 

Bohemian Rhapsody / Killer Queen - Queen
El Sol y La Flor - Gandhi
Girl on Fire - Alicia Keys
 Mia Guier, nació en San José Costa Rica, el 24 de abril del 2008. Se desarrolló en un ambiente musical y artístico, ya que su padre es Abel Guier, bajista de la banda Gandhi. Empezó a estudiar piano en la Academia de Música Bansbach a los 7 años.  En el 2017, Mia y su hermana Claudia se integraron a la banda de niños de el guitarrista Andrey Ramírez (The Dorians).  Se han presentado en giras colegiales, teatros y diversos festivales, así como en la Teletón 2017 y en TEDxPuraVidaJoven 2018 en Parque Viva.   
En el 2018 pasado Mia participó en el Festival Estudiantil de las Artes (FEA) y ganó el premio como cantautora por su canción “De Colores”. 
En el año 2019 grabaron el vídeo de la canción original Invencibles como parte de una campaña de redes en contra del bullying infantil. También participó en el concurso de talentos de Kidzania y fue seleccionada entre unos 300 niños para la gran final.  Ganó el segundo lugar luego de presentar su cover de la canción Bohemian Rhapsody/Killer Queen de la banda Queen. 
Actualmente, cursa el 6to grado y estudia canto y piano con la profesora Andrea López.
 
En palabras de Mia:  
“Me gusta la música porque me permite hacer lo que a mí más me llena y a la vez puedo compartirlo con mis amigos y con las demás personas”. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-08T14:19:24Z,2,0,124,0
Using the One Health Approach to Fight Disease X | Katendi Changula | TEDxLusaka,cZfzP3J2VxY,"In the last few decades, the world has seen an increase in new infectious diseases, with the majority of these affecting both humans and animals. In this talk, Katendi speaks about using the One Health approach to fight infectious diseases and predict potential outbreaks. Dr. Katendi Changula is a veterinarian and an avid researcher, looking at diseases that affect both humans and animals. She studies bat populations in Zambia to detect the pathogens they carry, to determine the risk of spill-over of these infections into human populations and to develop new diagnostic tests for these diseases. She has worked with the Zambia Ministry of Health in the laboratory diagnosis of suspected cases of Ebola virus disease and COVID-19. She holds a Doctor of Philosophy in Diagnostic Veterinary Medicine, a Master of Science in Tropical Animal Health and a Bachelor of Veterinary Medicine degree. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-07T21:00:05Z,701,47,28869,67
Unlocking Your Inner Robot | Chung Hyuk Park | TEDxPearlStreet,HGFoEf9yGtA,"Dr. Chung Hyuk Park has always been fascinated by robots. However, it was through observing how children with disabilities connected with our robots that he discovered how to unlock his own potential as well as that of the robots he designs. In this deeply personal talk, Dr. Park shares his journey in developing robotic technology as well as the mutual understanding and growth he has experienced through his work to create technology that can improve the well-being of human society.

SPEAKER BIO:

Dr. Chung Hyuk Park is an Associate Professor in Biomedical Engineering at George Washington University. His interests include Interactive Robotics, Artificial Intelligence, and Machine Learning. One of his primary goals as a roboticist is to design intelligent robotic systems that can assist people with disabilities, in rehabilitation, and with emotional and social interactions for the well-being of human society. hold for bio This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-10-07T17:03:22Z,57,7,2110,3
